user_id,arm,converted,payment_error
c001397,control,1,0
c001398,control,0,0
c001399,control,1,0
c001400,control,0,0
c001401,control,0,0
c001402,control,1,0
c001403,control,0,0
c001404,control,1,0
c001405,control,1,0
c001406,control,1,0
c001407,control,1,0
c001408,control,0,0
c001409,control,1,0
c001410,control,1,0
c001411,control,0,0
c001412,control,1,0
c001413,control,0,0
c001414,control,0,0
c001415,control,1,0
c001416,control,1,0
c001417,control,1,0
c001418,control,1,0
c001419,control,0,0
c001420,control,1,0
c001421,control,1,0
c001422,control,0,0
c001423,control,1,0
c001424,control,1,0
c001425,control,1,0
c001426,control,1,0
c001427,control,1,0
c001428,control,1,0
c001429,control,0,0
c001430,control,0,0
c001431,control,1,0
c001432,control,1,0
c001433,control,1,0
c001434,control,1,0
c001435,control,1,0
c001436,control,1,0
c001437,control,0,0
c001438,control,1,0
c001439,control,1,0
c001440,control,1,0
c001441,control,0,0
c001442,control,1,0
c001443,control,0,0
c001444,control,1,0
c001445,control,0,0
c001446,control,1,0
c001447,control,1,0
c001448,control,1,0
c001449,control,0,0
c001450,control,1,0
c001451,control,0,0
c001452,control,1,0
c001453,control,0,0
c001454,control,0,0
c001455,control,1,0
c001456,control,0,0
c001457,control,1,0
c001458,control,0,0
c001459,control,1,0
c001460,control,0,1
c001461,control,1,0
c001462,control,1,0
c001463,control,1,0
c001464,control,0,0
c001465,control,0,0
c001466,control,1,0
c001467,control,1,0
c001468,control,0,0
c001469,control,1,0
c001470,control,0,0
c001471,control,0,0
c001472,control,0,1
c001473,control,0,0
c001474,control,1,0
c001475,control,0,0
c001476,control,1,0
c001477,control,1,0
c001478,control,0,0
c001479,control,1,0
c001480,control,1,0
c001481,control,1,0
c001482,control,0,0
c001483,control,0,0
c001484,control,0,0
c001485,control,1,0
c001486,control,0,0
c001487,control,0,1
c001488,control,0,0
c001489,control,0,0
c001490,control,1,0
c001491,control,0,0
c001492,control,1,0
c001493,control,1,0
c001494,control,1,0
c001495,control,1,0
c001496,control,1,0
c001497,control,1,0
c001498,control,1,0
c001499,control,0,0
c001500,control,1,0
c001501,control,1,0
c001502,control,0,0
c001503,control,0,0
c001504,control,0,0
c001505,control,0,0
c001506,control,1,0
c001507,control,0,0
c001508,control,0,0
c001509,control,1,0
c001510,control,1,0
c001511,control,0,0
c001512,control,1,0
c001513,control,0,0
c001514,control,0,0
c001515,control,1,0
c001516,control,0,0
c001517,control,1,0
c001518,control,1,0
c001519,control,1,0
c001520,control,1,0
c001521,control,0,0
c001522,control,1,0
c001523,control,1,0
c001524,control,1,0
c001525,control,1,0
c001526,control,1,0
c001527,control,1,0
c001528,control,0,0
c001529,control,1,0
c001530,control,0,0
c001531,control,1,0
c001532,control,0,0
c001533,control,0,0
c001534,control,1,0
c001535,control,1,0
c001536,control,1,0
c001537,control,1,0
c001538,control,1,0
c001539,control,1,0
c001540,control,1,0
c001541,control,1,0
c001542,control,1,1
c001543,control,1,0
c001544,control,0,0
c001545,control,0,0
c001546,control,1,0
c001547,control,0,0
c001548,control,1,0
c001549,control,1,0
c001550,control,1,0
c001551,control,0,0
c001552,control,1,0
c001553,control,1,0
c001554,control,0,0
c001555,control,1,0
c001556,control,0,0
c001557,control,1,0
c001558,control,0,0
c001559,control,0,1
c001560,control,1,0
c001561,control,0,0
c001562,control,0,0
c001563,control,1,0
c001564,control,1,0
c001565,control,1,0
c001566,control,1,0
c001567,control,0,0
c001568,control,0,0
c001569,control,1,0
c001570,control,1,0
c001571,control,1,0
c001572,control,1,0
c001573,control,1,0
c001574,control,1,0
c001575,control,0,0
c001576,control,1,0
c001577,control,0,0
c001578,control,1,0
c001579,control,0,0
c001580,control,1,0
c001581,control,0,0
c001582,control,1,0
c001583,control,0,0
c001584,control,0,0
c001585,control,0,0
c001586,control,1,0
c001587,control,0,0
c001588,control,1,0
c001589,control,1,0
c001590,control,1,0
c001591,control,1,0
c001592,control,1,0
c001593,control,1,0
c001594,control,0,0
c001595,control,0,0
c001596,control,0,0
c001597,control,1,0
c001598,control,1,0
c001599,control,1,0
c001600,control,0,0
c001601,control,1,0
c001602,control,1,0
c001603,control,1,0
c001604,control,1,0
c001605,control,0,0
c001606,control,1,0
c001607,control,1,0
c001608,control,1,0
c001609,control,0,0
c001610,control,0,0
c001611,control,1,0
c001612,control,1,0
c001613,control,0,1
c001614,control,1,0
c001615,control,1,0
c001616,control,0,0
c001617,control,1,0
c001618,control,1,0
c001619,control,1,0
c001620,control,1,1
c001621,control,0,0
c001622,control,1,0
c001623,control,1,0
c001624,control,1,0
c001625,control,1,0
c001626,control,1,0
c001627,control,1,0
c001628,control,1,0
c001629,control,0,0
c001630,control,1,0
c001631,control,1,0
c001632,control,0,0
c001633,control,1,0
c001634,control,0,0
c001635,control,0,0
c001636,control,0,0
c001637,control,1,0
c001638,control,1,0
c001639,control,0,0
c001640,control,0,0
c001641,control,0,0
c001642,control,0,0
c001643,control,1,0
c001644,control,1,0
c001645,control,0,0
c001646,control,1,0
c001647,control,1,1
c001648,control,1,0
c001649,control,0,0
c001650,control,0,0
c001651,control,0,0
c001652,control,1,0
c001653,control,1,0
c001654,control,0,0
c001655,control,1,0
c001656,control,1,0
c001657,control,1,0
c001658,control,0,0
c001659,control,1,0
c001660,control,1,0
c001661,control,0,0
c001662,control,0,0
c001663,control,1,1
c001664,control,1,0
c001665,control,1,0
c001666,control,1,0
c001667,control,0,0
c001668,control,1,0
c001669,control,1,0
c001670,control,1,0
c001671,control,0,0
c001672,control,1,0
c001673,control,0,0
c001674,control,0,0
c001675,control,0,0
c001676,control,1,0
c001677,control,1,0
c001678,control,1,0
c001679,control,1,0
c001680,control,1,0
c001681,control,0,0
c001682,control,1,0
c001683,control,1,1
c001684,control,0,0
c001685,control,0,0
c001686,control,1,0
c001687,control,1,0
c001688,control,0,0
c001689,control,0,0
c001690,control,1,0
c001691,control,1,0
c001692,control,1,0
c001693,control,1,0
c001694,control,1,0
c001695,control,1,0
c001696,control,1,0
c001697,control,0,0
c001698,control,1,0
c001699,control,0,0
c001700,control,1,0
c001701,control,1,0
c001702,control,1,0
c001703,control,1,0
c001704,control,0,0
c001705,control,1,0
c001706,control,0,0
c001707,control,0,0
c001708,control,1,0
c001709,control,1,0
c001710,control,0,0
c001711,control,0,0
c001712,control,1,0
c001713,control,1,0
c001714,control,0,0
c001715,control,1,0
c001716,control,1,0
c001717,control,1,0
c001718,control,1,0
c001719,control,0,0
c001720,control,0,0
c001721,control,1,1
c001722,control,1,0
c001723,control,0,0
c001724,control,1,0
c001725,control,0,0
c001726,control,1,0
c001727,control,1,0
c001728,control,1,0
c001729,control,1,0
c001730,control,0,0
c001731,control,1,0
c001732,control,0,0
c001733,control,1,0
c001734,control,1,0
c001735,control,0,0
c001736,control,1,0
c001737,control,1,0
c001738,control,1,0
c001739,control,0,0
c001740,control,1,0
c001741,control,1,0
c001742,control,1,0
c001743,control,0,0
c001744,control,1,0
c001745,control,0,0
c001746,control,1,0
c001747,control,0,0
c001748,control,0,0
c001749,control,0,0
c001750,control,1,0
c001751,control,0,0
c001752,control,1,0
c001753,control,0,0
c001754,control,1,0
c001755,control,0,0
c001756,control,0,0
c001757,control,0,0
c001758,control,1,0
c001759,control,1,0
c001760,control,1,0
c001761,control,1,0
c001762,control,1,0
c001763,control,0,0
c001764,control,1,0
c001765,control,0,0
c001766,control,1,0
c001767,control,0,0
c001768,control,1,0
c001769,control,0,0
c001770,control,1,0
c001771,control,1,0
c001772,control,1,0
c001773,control,1,0
c001774,control,0,0
c001775,control,1,0
c001776,control,1,0
c001777,control,1,0
c001778,control,1,0
c001779,control,1,0
c001780,control,1,0
c001781,control,1,0
c001782,control,1,0
c001783,control,1,0
c001784,control,1,1
c001785,control,0,0
c001786,control,1,0
c001787,control,0,0
c001788,control,1,0
c001789,control,0,0
c001790,control,0,0
c001791,control,1,0
c001792,control,1,0
c001793,control,0,0
c001794,control,1,0
c001795,control,0,0
c001796,control,1,0
c001797,control,1,0
c001798,control,1,0
c001799,control,1,0
c001800,control,1,0
c001801,control,1,0
c001802,control,1,0
c001803,control,0,0
c001804,control,1,0
c001805,control,1,0
c001806,control,1,0
c001807,control,0,0
c001808,control,0,0
c001809,control,0,0
c001810,control,0,1
c001811,control,1,0
c001812,control,0,0
c001813,control,0,0
c001814,control,1,0
c001815,control,1,0
c001816,control,1,0
c001817,control,0,0
c001818,control,1,0
c001819,control,1,0
c001820,control,0,0
c001821,control,0,0
c001822,control,0,0
c001823,control,0,0
c001824,control,0,0
c001825,control,0,0
c001826,control,1,0
c001827,control,0,0
c001828,control,0,0
c001829,control,1,0
c001830,control,0,0
c001831,control,1,0
c001832,control,0,0
c001833,control,1,0
c001834,control,0,0
c001835,control,0,0
c001836,control,1,0
c001837,control,1,0
c001838,control,1,0
c001839,control,1,0
c001840,control,1,0
c001841,control,0,0
c001842,control,0,0
c001843,control,1,0
c001844,control,0,0
c001845,control,1,0
c001846,control,1,0
c001847,control,1,0
c001848,control,1,0
c001849,control,0,0
c001850,control,0,0
c001851,control,1,0
c001852,control,0,0
c001853,control,0,0
c001854,control,1,0
c001855,control,1,0
c001856,control,1,0
c001857,control,1,0
c001858,control,0,0
c001859,control,1,0
c001860,control,0,0
c001861,control,0,0
c001862,control,1,0
c001863,control,1,0
c001864,control,0,0
c001865,control,0,0
c001866,control,0,0
c001867,control,1,0
c001868,control,1,0
c001869,control,0,0
c001870,control,1,0
c001871,control,1,0
c001872,control,1,0
c001873,control,1,0
c001874,control,1,0
c001875,control,1,0
c001876,control,0,0
c001877,control,1,0
c001878,control,0,0
c001879,control,1,0
c001880,control,1,0
c001881,control,1,0
c001882,control,0,0
c001883,control,1,0
c001884,control,1,0
c001885,control,0,0
c001886,control,1,0
c001887,control,1,0
c001888,control,0,0
c001889,control,1,0
c001890,control,0,0
c001891,control,1,0
c001892,control,0,0
c001893,control,1,0
c001894,control,0,0
c001895,control,1,0
c001896,control,1,0
c001897,control,1,1
c001898,control,0,0
c001899,control,1,0
c001900,control,0,0
c001901,control,1,0
c001902,control,1,0
c001903,control,1,0
c001904,control,1,0
c001905,control,1,0
c001906,control,1,0
c001907,control,0,0
c001908,control,0,0
c001909,control,1,0
c001910,control,1,0
c001911,control,1,0
c001912,control,0,0
c001913,control,1,0
c001914,control,0,0
c001915,control,0,0
c001916,control,1,0
c001917,control,0,1
c001918,control,1,0
c001919,control,1,0
c001920,control,1,0
c001921,control,1,0
c001922,control,1,0
c001923,control,0,0
c001924,control,0,0
c001925,control,1,0
c001926,control,1,0
c001927,control,0,0
c001928,control,1,0
c001929,control,0,0
c001930,control,1,0
c001931,control,0,0
c001932,control,1,0
c001933,control,0,0
c001934,control,1,0
c001935,control,1,0
c001936,control,0,0
c001937,control,1,0
c001938,control,0,0
c001939,control,0,0
c001940,control,0,0
c001941,control,1,0
c001942,control,1,0
c001943,control,0,0
c001944,control,0,0
c001945,control,1,0
c001946,control,0,0
c001947,control,1,0
c001948,control,1,0
c001949,control,0,0
c001950,control,1,0
c001951,control,0,0
c001952,control,0,0
c001953,control,1,0
c001954,control,0,0
c001955,control,1,0
c001956,control,1,0
c001957,control,1,0
c001958,control,1,0
c001959,control,1,0
c001960,control,1,0
c001961,control,0,0
c001962,control,1,0
c001963,control,1,0
c001964,control,0,0
c001965,control,1,0
c001966,control,0,0
c001967,control,1,0
c001968,control,0,0
c001969,control,0,0
c001970,control,0,0
c001971,control,0,0
c001972,control,1,0
c001973,control,1,0
c001974,control,0,0
c001975,control,1,0
c001976,control,1,0
c001977,control,1,0
c001978,control,0,0
c001979,control,0,0
c001980,control,0,0
c001981,control,1,0
c001982,control,0,0
c001983,control,1,0
c001984,control,0,0
c001985,control,0,0
c001986,control,1,0
c001987,control,1,0
c001988,control,0,0
c001989,control,0,1
c001990,control,1,0
c001991,control,1,0
c001992,control,0,0
c001993,control,1,0
c001994,control,1,1
c001995,control,1,0
c001996,control,1,0
c001997,control,1,0
c001998,control,1,0
c001999,control,1,0
c002000,control,1,0
c002001,control,1,0
c002002,control,1,0
c002003,control,0,0
c002004,control,0,1
c002005,control,0,0
c002006,control,1,0
c002007,control,1,0
c002008,control,0,0
c002009,control,0,0
c002010,control,0,0
c002011,control,1,0
c002012,control,0,0
c002013,control,1,0
c002014,control,0,0
c002015,control,0,0
c002016,control,0,0
c002017,control,0,0
c002018,control,0,0
c002019,control,1,1
c002020,control,1,0
c002021,control,1,0
c002022,control,0,0
c002023,control,0,0
c002024,control,1,0
c002025,control,0,0
c002026,control,0,0
c002027,control,0,0
c002028,control,1,0
c002029,control,0,0
c002030,control,1,0
c002031,control,1,0
c002032,control,1,0
c002033,control,1,0
c002034,control,1,0
c002035,control,1,0
c002036,control,1,0
c002037,control,0,0
c002038,control,1,0
c002039,control,0,0
c002040,control,1,0
c002041,control,1,0
c002042,control,1,0
c002043,control,1,0
c002044,control,1,0
c002045,control,1,0
c002046,control,1,0
c002047,control,0,0
c002048,control,1,0
c002049,control,1,0
c002050,control,1,0
c002051,control,1,0
c002052,control,1,0
c002053,control,0,0
c002054,control,0,0
c002055,control,1,0
c002056,control,1,0
c002057,control,0,0
c002058,control,1,0
c002059,control,0,0
c002060,control,1,0
c002061,control,1,0
c002062,control,0,0
c002063,control,1,0
c002064,control,1,0
c002065,control,1,0
c002066,control,0,0
c002067,control,1,0
c002068,control,0,0
c002069,control,1,0
c002070,control,0,0
c002071,control,0,0
c002072,control,0,0
c002073,control,1,0
c002074,control,1,0
c002075,control,1,0
c002076,control,0,0
c002077,control,1,0
c002078,control,0,0
c002079,control,1,0
c002080,control,0,0
c002081,control,1,0
c002082,control,1,0
c002083,control,0,0
c002084,control,1,0
c002085,control,1,0
c002086,control,0,0
c002087,control,0,0
c002088,control,1,0
c002089,control,0,0
c002090,control,1,0
c002091,control,1,0
c002092,control,1,0
c002093,control,1,0
c002094,control,1,0
c002095,control,1,0
c002096,control,1,0
c002097,control,0,0
c002098,control,0,0
c002099,control,0,0
c002100,control,0,0
c002101,control,0,0
c002102,control,1,1
c002103,control,1,0
c002104,control,1,0
c002105,control,1,0
c002106,control,1,0
c002107,control,1,0
c002108,control,0,0
c002109,control,0,0
c002110,control,1,0
c002111,control,1,0
c002112,control,1,0
c002113,control,0,0
c002114,control,0,0
c002115,control,1,0
c002116,control,1,0
c002117,control,1,0
c002118,control,0,0
c002119,control,1,0
c002120,control,1,0
c002121,control,1,0
c002122,control,0,0
c002123,control,1,0
c002124,control,1,0
c002125,control,1,1
c002126,control,0,0
c002127,control,1,0
c002128,control,0,0
c002129,control,1,0
c002130,control,1,0
c002131,control,1,0
c002132,control,1,0
c002133,control,1,0
c002134,control,1,0
c002135,control,0,0
c002136,control,1,0
c002137,control,0,0
c002138,control,0,0
c002139,control,1,0
c002140,control,1,0
c002141,control,1,0
c002142,control,0,0
c002143,control,1,0
c002144,control,0,0
c002145,control,0,0
c002146,control,1,0
c002147,control,1,0
c002148,control,0,0
c002149,control,0,0
c002150,control,1,0
c002151,control,0,0
c002152,control,1,0
c002153,control,1,0
c002154,control,0,0
c002155,control,1,0
c002156,control,1,0
c002157,control,0,0
c002158,control,0,0
c002159,control,1,0
c002160,control,1,0
c002161,control,0,0
c002162,control,1,0
c002163,control,1,0
c002164,control,1,1
c002165,control,0,0
c002166,control,1,0
c002167,control,0,0
c002168,control,1,1
c002169,control,0,0
c002170,control,0,0
c002171,control,0,0
c002172,control,1,0
c002173,control,1,0
c002174,control,1,0
c002175,control,0,0
c002176,control,1,0
c002177,control,1,0
c002178,control,1,0
c002179,control,1,0
c002180,control,1,0
c002181,control,1,0
c002182,control,1,0
c002183,control,1,0
c002184,control,1,0
c002185,control,1,0
c002186,control,1,0
c002187,control,0,0
c002188,control,1,0
c002189,control,0,0
c002190,control,1,0
c002191,control,1,0
c002192,control,0,0
c002193,control,1,0
c002194,control,1,0
c002195,control,1,0
c002196,control,1,0
c002197,control,1,0
c002198,control,0,0
c002199,control,0,0
c002200,control,1,0
c002201,control,0,0
c002202,control,0,0
c002203,control,1,0
c002204,control,1,0
c002205,control,1,0
c002206,control,0,0
c002207,control,1,0
c002208,control,0,0
c002209,control,0,0
c002210,control,1,0
c002211,control,1,0
c002212,control,0,0
c002213,control,1,0
c002214,control,1,0
c002215,control,1,0
c002216,control,1,0
c002217,control,1,0
c002218,control,1,0
c002219,control,1,0
c002220,control,1,0
c002221,control,1,0
c002222,control,1,0
c002223,control,1,0
c002224,control,0,0
c002225,control,1,0
c002226,control,0,0
c002227,control,0,0
c002228,control,0,0
c002229,control,1,0
c002230,control,1,0
c002231,control,0,0
c002232,control,0,0
c002233,control,1,0
c002234,control,1,0
c002235,control,1,0
c002236,control,1,0
c002237,control,1,0
c002238,control,1,0
c002239,control,1,0
c002240,control,1,0
c002241,control,0,0
c002242,control,0,0
c002243,control,1,0
c002244,control,1,0
c002245,control,0,0
c002246,control,1,0
c002247,control,0,0
c002248,control,0,0
c002249,control,0,0
c002250,control,1,0
c002251,control,1,0
c002252,control,0,0
c002253,control,1,0
c002254,control,0,0
c002255,control,1,0
c002256,control,1,0
c002257,control,1,0
c002258,control,0,0
c002259,control,1,0
c002260,control,0,0
c002261,control,1,0
c002262,control,1,0
c002263,control,1,0
c002264,control,1,0
c002265,control,1,1
c002266,control,1,0
c002267,control,0,0
c002268,control,0,0
c002269,control,0,0
c002270,control,0,0
c002271,control,0,0
c002272,control,1,0
c002273,control,1,0
c002274,control,1,0
c002275,control,1,0
c002276,control,0,0
c002277,control,0,0
c002278,control,0,0
c002279,control,0,0
c002280,control,0,0
c002281,control,0,0
c002282,control,0,0
c002283,control,1,0
c002284,control,1,0
c002285,control,1,0
c002286,control,1,0
c002287,control,1,0
c002288,control,0,0
c002289,control,1,0
c002290,control,0,0
c002291,control,0,0
c002292,control,1,0
c002293,control,1,0
c002294,control,1,0
c002295,control,1,0
c002296,control,1,0
c002297,control,1,0
c002298,control,1,0
c002299,control,1,0
c002300,control,0,0
c002301,control,1,0
c002302,control,0,0
c002303,control,1,0
c002304,control,0,0
c002305,control,0,0
c002306,control,0,0
c002307,control,1,0
c002308,control,1,0
c002309,control,1,0
c002310,control,1,0
c002311,control,0,0
c002312,control,1,0
c002313,control,1,0
c002314,control,0,0
c002315,control,0,0
c002316,control,0,0
c002317,control,0,0
c002318,control,1,0
c002319,control,1,0
c002320,control,1,0
c002321,control,1,0
c002322,control,1,0
c002323,control,0,0
c002324,control,0,0
c002325,control,0,0
c002326,control,1,0
c002327,control,0,0
c002328,control,0,0
c002329,control,1,0
c002330,control,0,0
c002331,control,1,0
c002332,control,0,0
c002333,control,1,1
c002334,control,1,0
c002335,control,0,0
c002336,control,1,0
c002337,control,0,0
c002338,control,0,0
c002339,control,1,0
c002340,control,0,0
c002341,control,1,0
c002342,control,1,0
c002343,control,1,0
c002344,control,1,0
c002345,control,0,0
c002346,control,0,0
c002347,control,0,0
c002348,control,0,0
c002349,control,0,0
c002350,control,1,0
c002351,control,1,0
c002352,control,1,0
c002353,control,0,0
c002354,control,1,0
c002355,control,0,0
c002356,control,1,0
c002357,control,0,0
c002358,control,1,0
c002359,control,1,0
c002360,control,0,0
c002361,control,0,0
c002362,control,1,0
c002363,control,1,0
c002364,control,0,0
c002365,control,1,0
c002366,control,1,0
c002367,control,1,0
c002368,control,1,0
c002369,control,0,0
c002370,control,0,0
c002371,control,0,0
c002372,control,0,0
c002373,control,1,0
c002374,control,1,0
c002375,control,0,0
c002376,control,1,0
c002377,control,1,0
c002378,control,1,0
c002379,control,1,0
c002380,control,1,0
c002381,control,1,0
c002382,control,0,0
c002383,control,0,0
c002384,control,1,0
c002385,control,1,0
c002386,control,1,0
c002387,control,1,0
c002388,control,0,0
c002389,control,1,0
c002390,control,1,0
c002391,control,1,0
c002392,control,1,0
c002393,control,1,0
c002394,control,0,0
c002395,control,1,0
c002396,control,1,0
c002397,control,1,0
c002398,control,0,0
c002399,control,1,0
c002400,control,0,0
c002401,control,1,0
c002402,control,0,0
c002403,control,1,0
c002404,control,1,0
c002405,control,0,0
c002406,control,0,0
c002407,control,1,0
c002408,control,1,0
c002409,control,1,0
c002410,control,1,0
c002411,control,0,0
c002412,control,0,0
c002413,control,1,0
c002414,control,1,0
c002415,control,1,0
c002416,control,0,0
c002417,control,0,0
c002418,control,0,0
c002419,control,0,0
c002420,control,0,0
c002421,control,1,0
c002422,control,1,0
c002423,control,0,0
c002424,control,1,0
c002425,control,0,0
c002426,control,0,0
c002427,control,0,0
c002428,control,1,0
c002429,control,0,0
c002430,control,1,0
c002431,control,0,0
c002432,control,1,0
c002433,control,1,0
c002434,control,0,0
c002435,control,0,0
c002436,control,1,0
c002437,control,1,0
c002438,control,1,0
c002439,control,1,0
c002440,control,1,0
c002441,control,1,0
c002442,control,1,0
c002443,control,0,0
c002444,control,1,0
c002445,control,0,0
c002446,control,1,0
c002447,control,0,0
c002448,control,1,0
c002449,control,1,0
c002450,control,1,0
c002451,control,0,0
c002452,control,1,0
c002453,control,0,0
c002454,control,1,0
c002455,control,1,0
c002456,control,1,0
c002457,control,0,0
c002458,control,0,0
c002459,control,1,0
c002460,control,1,0
c002461,control,1,0
c002462,control,1,0
c002463,control,1,0
c002464,control,0,0
c002465,control,0,0
c002466,control,1,0
c002467,control,0,0
c002468,control,0,0
c002469,control,1,0
c002470,control,1,0
c002471,control,1,0
c002472,control,1,0
c002473,control,1,1
c002474,control,1,0
c002475,control,1,0
c002476,control,0,0
c002477,control,1,0
c002478,control,1,0
c002479,control,0,0
c002480,control,0,0
c002481,control,1,0
c002482,control,0,0
c002483,control,0,0
c002484,control,0,0
c002485,control,0,0
c002486,control,1,0
c002487,control,0,0
c002488,control,0,0
c002489,control,1,0
c002490,control,0,0
c002491,control,1,0
c002492,control,1,0
c002493,control,1,0
c002494,control,1,0
c002495,control,1,0
c002496,control,1,0
c002497,control,1,0
c002498,control,0,0
c002499,control,0,0
c002500,control,1,0
c002501,control,1,0
c002502,control,1,0
c002503,control,0,0
c002504,control,1,0
c002505,control,1,0
c002506,control,0,0
c002507,control,1,0
c002508,control,1,0
c002509,control,1,0
c002510,control,1,0
c002511,control,0,0
c002512,control,0,0
c002513,control,0,0
c002514,control,1,0
c002515,control,0,0
c002516,control,1,0
c002517,control,0,0
c002518,control,0,0
c002519,control,1,0
c002520,control,1,0
c002521,control,0,0
c002522,control,1,0
c002523,control,0,0
c002524,control,1,0
c002525,control,1,0
c002526,control,1,0
c002527,control,1,0
c002528,control,1,0
c002529,control,1,0
c002530,control,0,0
c002531,control,0,0
c002532,control,1,0
c002533,control,1,0
c002534,control,1,0
c002535,control,0,0
c002536,control,1,0
c002537,control,0,0
c002538,control,1,0
c002539,control,1,0
c002540,control,1,0
c002541,control,1,0
c002542,control,1,0
c002543,control,1,0
c002544,control,0,0
c002545,control,1,0
c002546,control,1,0
c002547,control,0,0
c002548,control,0,0
c002549,control,0,0
c002550,control,1,0
c002551,control,1,0
c002552,control,0,0
c002553,control,1,0
c002554,control,0,0
c002555,control,1,0
c002556,control,1,0
c002557,control,1,0
c002558,control,1,0
c002559,control,0,0
c002560,control,1,0
c002561,control,0,0
c002562,control,0,0
c002563,control,1,0
c002564,control,0,0
c002565,control,1,0
c002566,control,0,0
c002567,control,0,0
c002568,control,1,0
c002569,control,1,1
c002570,control,0,0
c002571,control,0,0
c002572,control,1,0
c002573,control,0,0
c002574,control,1,0
c002575,control,1,0
c002576,control,1,0
c002577,control,0,0
c002578,control,1,0
c002579,control,1,0
c002580,control,1,0
c002581,control,0,0
c002582,control,1,0
c002583,control,1,0
c002584,control,1,0
c002585,control,1,0
c002586,control,1,0
c002587,control,1,0
c002588,control,1,0
c002589,control,1,0
c002590,control,1,0
c002591,control,1,0
c002592,control,1,0
c002593,control,1,0
c002594,control,1,0
c002595,control,1,0
c002596,control,1,0
c002597,control,1,0
c002598,control,1,0
c002599,control,1,0
c002600,control,1,0
c002601,control,1,0
c002602,control,1,0
c002603,control,1,1
c002604,control,1,0
c002605,control,0,0
c002606,control,1,0
c002607,control,1,0
c002608,control,1,0
c002609,control,1,0
c002610,control,1,0
c002611,control,0,0
c002612,control,1,0
c002613,control,1,0
c002614,control,0,0
c002615,control,0,0
c002616,control,0,0
c002617,control,1,0
c002618,control,1,0
c002619,control,1,0
c002620,control,1,0
c002621,control,1,0
c002622,control,0,0
c002623,control,1,0
c002624,control,1,0
c002625,control,1,0
c002626,control,0,0
c002627,control,1,0
c002628,control,1,0
c002629,control,0,0
c002630,control,0,0
c002631,control,1,0
c002632,control,1,0
c002633,control,0,0
c002634,control,1,0
c002635,control,1,0
c002636,control,1,0
c002637,control,1,0
c002638,control,1,0
c002639,control,0,0
c002640,control,1,0
c002641,control,0,0
c002642,control,1,0
c002643,control,0,0
c002644,control,1,0
c002645,control,1,0
c002646,control,1,0
c002647,control,1,0
c002648,control,0,0
c002649,control,0,0
c002650,control,1,0
c002651,control,1,0
c002652,control,0,0
c002653,control,1,0
c002654,control,1,0
c002655,control,0,0
c002656,control,0,0
c002657,control,1,0
c002658,control,1,0
c002659,control,0,0
c002660,control,1,0
c002661,control,1,0
c002662,control,1,0
c002663,control,0,0
c002664,control,1,0
c002665,control,0,0
c002666,control,1,0
c002667,control,0,0
c002668,control,1,0
c002669,control,0,0
c002670,control,1,0
c002671,control,1,0
c002672,control,1,0
c002673,control,0,0
c002674,control,1,0
c002675,control,0,0
c002676,control,1,0
c002677,control,1,0
c002678,control,1,0
c002679,control,0,0
c002680,control,1,0
c002681,control,1,0
c002682,control,0,0
c002683,control,1,0
c002684,control,0,0
c002685,control,1,0
c002686,control,1,0
c002687,control,0,0
c002688,control,0,0
c002689,control,1,0
c002690,control,1,0
c002691,control,1,0
c002692,control,0,0
c002693,control,0,0
c002694,control,1,0
c002695,control,0,0
c002696,control,1,0
c002697,control,0,0
c002698,control,0,0
c002699,control,0,0
c002700,control,1,0
c002701,control,0,0
c002702,control,0,0
c002703,control,0,0
c002704,control,0,0
c002705,control,1,0
c002706,control,1,0
c002707,control,1,0
c002708,control,1,0
c002709,control,1,0
c002710,control,0,0
c002711,control,1,0
c002712,control,0,0
c002713,control,0,0
c002714,control,1,0
c002715,control,1,0
c002716,control,0,0
c002717,control,1,0
c002718,control,1,0
c002719,control,0,0
c002720,control,0,0
c002721,control,1,0
c002722,control,0,0
c002723,control,1,0
c002724,control,0,0
c002725,control,0,0
c002726,control,1,0
c002727,control,1,0
c002728,control,1,0
c002729,control,1,0
c002730,control,1,0
c002731,control,1,0
c002732,control,1,0
c002733,control,0,0
c002734,control,0,0
c002735,control,1,0
c002736,control,1,0
c002737,control,0,0
c002738,control,1,0
c002739,control,1,0
c002740,control,1,0
c002741,control,1,0
c002742,control,1,0
c002743,control,1,0
c002744,control,1,0
c002745,control,0,0
c002746,control,1,0
c002747,control,0,0
c002748,control,1,0
c002749,control,1,0
c002750,control,1,0
c002751,control,0,0
c002752,control,0,0
c002753,control,1,0
c002754,control,0,0
c002755,control,1,0
c002756,control,1,0
c002757,control,0,0
c002758,control,1,0
c002759,control,1,0
c002760,control,0,0
c002761,control,0,0
c002762,control,1,0
c002763,control,0,0
c002764,control,1,0
c002765,control,1,0
c002766,control,1,0
c002767,control,1,0
c002768,control,0,0
c002769,control,0,0
c002770,control,1,0
c002771,control,1,0
c002772,control,0,0
c002773,control,0,0
c002774,control,0,0
c002775,control,0,0
c002776,control,1,0
c002777,control,0,0
c002778,control,1,0
c002779,control,0,0
c002780,control,1,0
c002781,control,0,0
c002782,control,0,0
c002783,control,1,0
c002784,control,1,0
c002785,control,1,0
c002786,control,1,0
c002787,control,1,0
c002788,control,1,0
c002789,control,0,0
c002790,control,1,0
c002791,control,1,0
c002792,control,1,0
c002793,control,0,0
c002794,control,1,0
